Kiệt 77 Trần Khánh Dư,16.050323,108.2392829
Đường Nguyễn Huy Chương,16.0880767,108.2449343
Đường Tân Thái 7,16.0856452,108.2454404
Đường Dương Vân Nga,16.0927081,108.2325312
Đường Châu Thị Vĩnh Tế,16.0518353,108.2405457
Đường Tân Thái 10,16.0862821,108.243807
Đường Hà Đặc,16.0662204,108.2426588
Đường Tân Thái 8,16.0856732,108.2451283
Đường An Cư 2,16.0676982,108.2422167
Kiệt 35 Tô Hiến Thành,16.0621824,108.2425044
Đường Lý Từ Tấn,16.1060552,108.2563061
Đường Trương Định,16.0896478,108.2465918
Đường Nguyễn Hiền,16.0920535,108.2340275
Đường Lê Văn Thứ,16.0853186,108.2428259
Đường An Thượng 24,16.0520974,108.2399834
Đường Tân Thái 3,16.0883585,108.2461505
Đường Nguyễn Xuân Khoát,16.0693648,108.2381434
Đường Bùi Hữu Nghĩa,16.0657012,108.2409746
Đường Võ Như Hưng,16.0491668,108.2372706
Đường Mỹ Đa Đông 7,16.0426183,108.2416391
Kiệt 62 Nguyễn Phan Vinh,16.0965299,108.2499582
Đường Thành Vinh 2,16.1048465,108.254257
Đường Lưu Quang Thuận,16.0403138,108.2455475
Đường Hàm Tử,16.0474796,108.2387059
Đường Phan Tứ,16.0460625,108.244571
Kiệt 21 Chế Lan Viên,16.0430905,108.2467155
Đường Lê Quang Đạo,16.0494325,108.245776
Đường Chế Lan Viên,16.0437371,108.2449631
Đường Thị Xuân Quý,16.0421054,108.243698
Đường Mỹ Đa Đông 4,16.0412237,108.2433643
Kiệt 28 Phan Tứ,16.0451899,108.2453615
Đường Mỹ Đa Đông 6,16.0427879,108.2429635
Kiệt 117 Trần Văn Dư,16.0423266,108.247937
Đường Dương Tự Quán,16.0466257,108.2448369
Đường Nguyễn Bá Lân,16.0408321,108.242513
Kiệt 14 Phan Tứ,16.0434267,108.2418921
Đường Mỹ Đa Đông 3,16.0415006,108.2429775
Đường Thạch Lam,15.9472502,108.2582188
Đường Mỹ Đa Đông 1,16.0415006,108.2429775
Kiệt 18 Phan Tứ,16.0449823,108.2449309
Đường Thành Vinh 3,16.1048047,108.2550086
Đường Mỹ Đa Đông 12,16.044111,108.2475859
Đường Lê Văn Hưu,16.04187,108.2409701
Đường Mỹ An 1,16.0493316,108.2362498
Đường Mỹ Đa Đông 5,16.0416796,108.2433586
Đường Lê Tân Trung,16.0960167,108.247583
Đường Mỹ An 2,16.0385002,108.2404892
Đường Phạm Hữu Kính,16.0507362,108.2370895
Kiệt 65 Tô Hiến Thành,16.0613897,108.2428471
Đường An Thượng 11,16.0470581,108.2429209
Đường An Thượng 16,16.0478116,108.2417731
Đường An Hòa 4,16.0185191,108.2087938
Đường Đông Thạnh 2,16.0218815,108.1987305
Đường Mỹ An 3,16.0491622,108.2349498
Đường Hà Văn Trí,16.0284214,108.2126785
Đường Bình An 3,16.0387293,108.2175063
Đường Phước Hòa 5,16.0188949,108.2045185
Đường Hoàng Xuân Hãn,16.0142219,108.207303
Đường Dương Bá Trạc,16.0327262,108.2151734
Đường Đỗ Đăng Tuyển,16.0211677,108.2058236
Đường Nguyễn Trác,16.0402507,108.2096813
Đường Cẩm Bắc 1,16.0185879,108.19957
Kiệt 95 Đỗ Thúc Tịnh,16.0251299,108.2113621
Đường Tiên Sơn 10,16.0335134,108.2219174
Đường Ngô Tất Tố,15.9470342,108.2578504
Kiệt 63 Đỗ Thúc Tịnh,16.026726,108.2114893
Đường Hoàng Ngọc Phách,16.0150537,108.2091565
Đường Nguyễn Phẩm,16.0370152,108.2150987
Đường Hóa Sơn 3,16.0310632,108.2277372
Đường Hồ Nguyên Trừng,16.030539,108.2097768
Đường Bình Hoà 4,16.0254033,108.2122504
Đường An Hòa 3,16.0166119,108.2106922
Đường Ngô Thị Liễu,16.0365349,108.2146884
Đường Trịnh Hoài Đức,16.0249254,108.2148228
Đường Chương Dương,16.0177817,108.248225
Đường Nam Sơn 1,16.037653,108.2205885
Đường Bùi Viện,16.0325302,108.2329107
Đường Nguyễn Nho Túy,16.0205317,108.2087598
Đường An Hòa 2,16.017819,108.2102916
Đường Nguyễn Duy,16.0237352,108.2148693
Kiệt 06 Nguyễn Xuân Nhĩ,16.0316085,108.2265555
Đường Mỹ An 17,16.0390412,108.238844
Đường Văn Cận,16.0356349,108.2126299
Đường Lưu Nhân Chú,16.0205317,108.2087598
Đường Nguyễn Sơn Trà,16.0443619,108.222351
Đường Bình Hòa 5,16.0248136,108.2134339
Đường Phan Huy Ôn,16.0385221,108.2190118
Đường Tân An 3,16.0367098,108.2132609
Đường Trịnh Công Sơn,16.0368234,108.2222693
Đường Cẩm Bắc 2,16.0184058,108.1991509
Đường Lê Văn Linh,16.0161401,108.2094964
Đường Chu Mạnh Trinh,16.0325189,108.2133209
Đường Nguyễn Cư Trinh,16.0382374,108.2163652
Đường Tôn Thất Thuyết,16.0228187,108.2085991
Đường Nguyễn Thượng Hiền,16.0258541,108.2130197
Đường Trần Phước Thành,16.0257198,108.2112759
Đường Châu Thượng Văn,16.0444919,108.2204601
Đường Trần Văn Giáp,16.037096,108.2159508
Đường Trương Quang Giao,16.0187055,108.2058075
Đường Hồ Sĩ Dương,16.0168611,108.1938643
Đường An Hòa 5,16.0151206,108.2085729
Đường Bình An 4,16.037951,108.2175977
Đường Bình Thái 2,16.0151267,108.2044735
Đường Nguyễn Tử Giản,16.0466201,108.2356623
Đường Nguyễn Hanh,16.0330345,108.2254912
Đường Trần Huấn,16.020879,108.214463
Kiệt 133 Đỗ Thúc Tịnh,16.0230738,108.2110327
Đường Nguyễn Trung Ngạn,16.0236864,108.2094888
Đường Lê Quý Đôn,16.0556665,108.2213576
Đường Mỹ An 10,16.0424953,108.2377723
Đường Phạm Tứ,16.0167852,108.2087022
Đường Trần Văn Đang,16.0188256,108.2078446
Đường Trương Chí Cương,16.0310757,108.2243335
Đường Bình Hòa 10,16.022271,108.2148277
Đường Hồ Biểu Chánh,16.0345237,108.2199514
Đường Cao Xuân Huy,16.0325653,108.2137366
Đường Dương Thường,16.044877,108.2199548
Đường Lê Thị Hồng Gấm,16.0347762,108.217907
Đường An Hòa 1,16.0182635,108.2110004
Đường Phạm Phú Tiết,16.0363702,108.2092018
Đường Nguyễn Phước Tấn,16.0152795,108.1998287
Đường Đào Cam Mộc,16.0435394,108.2133683
Đường Nguyễn Bình,16.0315659,108.2320341
Đường Ông Ích Đường,16.0168977,108.2047111
Đường Nguyễn Văn Bổng,16.0154449,108.2083615
Đường Trần Hữu Trang,16.0367075,108.2188299
Đường Bình Hoà 14,16.0221845,108.213034
Đường Quy Mỹ,16.0336514,108.2286137
Kiệt 383 Núi Thành,16.0392976,108.2229828
Đường Hồ Đắc Di,16.0128776,108.2067434
Đường Giang Văn Minh,16.0424552,108.2091063
Đường Bàu Tràm 1,16.0323692,108.2119187
Kiệt 47 Lê Bá Trinh,16.0435277,108.2188491
Đường Hoàng Xuân Nhị,16.0329556,108.2173519
Đường Lê Văn An,16.0174259,108.2070051
Đường Bùi Vịnh,16.0217854,108.2002688
Đường Ngô Thế Vinh,16.0410462,108.2092045
Đường Triệu Quốc Đạt,16.0172805,108.201628
Đường Vũ Trọng Phụng,16.0323546,108.2299651
Đường Bình Hòa 12,16.0213426,108.2155994
Đường An Hòa 12,16.015823,108.2080917
Đường Trần Đức Thảo,16.0345964,108.2157516
Đường Bình Hoà 3,16.0258541,108.2130197
Đường Bãi Sậy,16.0299245,108.2117931
Kiệt 21 2 Tháng 9,16.0312982,108.2255027
Đường Nguyễn Lộ Trạch,16.0327176,108.2293459
Kiệt 66 Ông Ích Đường,16.0158044,108.2047747
Đường Trần Tấn Mới,16.0401292,108.2096967
Đường Hưng Hóa 3,16.0333195,108.2164724
Đường Bàu Tràm 3,16.0326813,108.210987
Kiệt 59 Trương Chí Cương,16.030124,108.2259586
Đường Nguyễn Thành Ý,16.0307796,108.2289714
Đường Đặng Nguyên Cẩn,16.0310376,108.2302547
Đường Phương Huê Trung,16.0285017,108.2112223
Đường Nguyễn Khoái,16.0417651,108.2095267
Đường Nơ Trang Lơng,16.0287454,108.2212161
Đường Nguyễn Lai,16.021042,108.2089778
Đường Đội Cấn,16.0217151,108.2081792
Đường Tiên Sơn 1,16.0355877,108.2184615
Đường Đặng Văn Ngữ,16.0140539,108.2065002
Kiệt 217 Núi Thành,16.0452303,108.2222454
Đường Mỹ An 9,16.0445634,108.2360762
Đường Bình Hòa 15,16.0187359,108.2127535
