110506070,15.8798137,108.3273939
110518410,16.1401369,108.1197946
110518412,16.1272114,108.1192811
110518413,16.1247387,108.1204178
110518415,16.1228463,108.1217475
110518416,16.1192593,108.1243906
110518417,16.1158602,108.1260844
110518421,16.1120053,108.1291165
110577456,15.8779046,108.0841587
110577457,15.8772286,108.0876964
110577458,15.8751291,108.0915586
110577459,15.8746498,108.0956157
110577460,15.8758369,108.0990335
110577461,15.8787065,108.1053372
110577462,15.8812387,108.1081312
110577465,15.8826421,108.1112121
110578444,15.9601756,108.1393651
110578445,15.9398014,108.1373757
110578446,15.9312749,108.1326297
110578447,15.9194319,108.1266169
110578448,15.9113064,108.1252781
110578450,15.9012342,108.1179924
110578451,15.897152,108.1154065
110578453,15.8951948,108.1125974
110578595,15.9616864,108.1585675
110578596,15.9616157,108.1560418
110578597,15.9613105,108.1503835
110578598,15.9611599,108.1471226
110578599,15.9600537,108.1438478
110578600,15.959448,108.1417814
132745582,15.8922394,108.2557534
133173877,15.8954832,108.2563219
256745212,15.8961487,108.2565192
345351408,16.041068,108.2488545
345351427,16.0251964,108.2563349
345351431,16.0216289,108.2579814
345351449,16.0027348,108.2669382
345351460,16.0011863,108.2673043
345351495,15.9967285,108.2676465
345351507,15.9962979,108.2677156
345351515,15.9948385,108.268177
345351549,15.9774634,108.2775776
345351582,15.9496538,108.2970667
345351585,15.9493019,108.2973835
345351589,15.9488318,108.2980069
345351596,15.9468874,108.30068
345351600,15.9464069,108.3011461
345351607,15.9439627,108.3031628
345351614,15.9414031,108.3050969
345353237,15.9408008,108.3053834
345353243,15.9388658,108.3060316
345353246,15.9387494,108.3060876
345353253,15.9364616,108.3079391
345353260,15.9334155,108.3097053
345353261,15.9319057,108.3107264
345353267,15.9297919,108.3124873
345353270,15.9280907,108.3141609
345353274,15.9275468,108.3148333
345353282,15.9226486,108.3220562
345353288,15.9183702,108.3279858
345353293,15.9155347,108.3328471
345353299,15.9105858,108.3394341
345362354,16.0043688,108.2662507
345362363,16.0042075,108.2660823
345362378,16.0032273,108.2650165
345362388,16.002688,108.2642811
345362444,16.0022721,108.2637055
345362448,16.0021394,108.2631446
345362457,16.002671,108.2597011
345362468,16.033624,108.2274322
345362475,16.0348075,108.2332798
345362477,16.0357956,108.2380818
345362480,16.036849,108.2409935
345362486,16.0381001,108.2429773
345362512,16.0381867,108.2240273
345366125,15.8875797,108.3822455
345366128,15.8890216,108.3783583
345366129,15.8892676,108.3780852
345366133,15.8928951,108.3730382
345366135,15.8943626,108.3706889
345366136,15.8963828,108.368041
345366138,15.8969928,108.3671445
345366140,15.8976045,108.3660165
345547140,16.0031228,108.262383
345550902,15.8749023,108.3259355
345550903,15.8748927,108.3266195
345550904,15.8749404,108.3270695
345550907,15.8745239,108.3266291
345550908,15.8745378,108.3269101
345550910,15.8745724,108.3274096
345550912,15.8746399,108.3276561
345550926,15.8745044,108.3259435
369487028,16.0679814,108.2119396
369493306,15.8847004,108.118081
369494598,15.892238,108.2482289
377671538,15.8871693,108.2903755
377671540,15.8886359,108.2917498
377671541,15.8900701,108.2923414
377671542,15.8923281,108.2926926
377671543,15.8928675,108.2927727
377671544,15.8987531,108.2928773
377671545,15.8999398,108.2935005
377686914,16.127869,108.1149373
377686915,16.1270629,108.109485
377686916,16.1269964,108.1090941
377686917,16.1273274,108.1068247
377686918,16.1285526,108.1059443
377686921,16.1323117,108.1067235
377686922,16.1358537,108.1103315
377686923,16.1379212,108.1110339
377686925,16.1396648,108.1103909
377686926,16.1402836,108.1095583
377686927,16.141247,108.1075767
377686928,16.1426079,108.1061944
377686929,16.1456149,108.1052065
377686930,16.1488103,108.1047233
377686931,16.1551339,108.1046287
377686932,16.1575128,108.105203
377686933,16.1618139,108.1070167
377686934,16.1628896,108.1071843
377702460,16.0715974,108.2092258
377702476,15.9761799,108.1844035
377702481,15.9283342,108.1885297
420248158,15.9639608,108.1393452
420248159,15.9680501,108.1393845
420248160,15.9667444,108.1393605
420248161,15.97116,108.13946
420248162,15.9701287,108.1394368
420248163,15.976299,108.1394922
420248164,15.9727984,108.139469
420248166,16.1024679,108.1342029
420248171,16.091625,108.1421753
420248172,16.0913212,108.1424017
420248173,16.0871975,108.1441585
420248174,16.0837137,108.1454886
420248175,16.100681,108.1350765
420248176,16.09742,108.13671
420248181,16.0921353,108.1496481
420248182,16.0944066,108.1469665
420248183,15.998348,108.1382948
420248184,15.9982409,108.138134
420248185,15.9990206,108.141178
420248186,15.998463,108.1386184
420248187,15.9998299,108.1434249
420248188,15.999654,108.1427122
420248189,15.9999085,108.1449901
420248190,15.9997577,108.144404
420248191,15.9919076,108.13718
420248192,15.9906311,108.1410312
420248193,15.9925249,108.1365493
420248194,15.9922029,108.1367305
420248195,15.9943839,108.1364195
420248196,15.9931727,108.1364621
420248197,15.997662,108.1377068
420248198,15.9952966,108.1365078
420248199,15.9905407,108.1412031
420248200,15.9902294,108.1413153
420248201,15.9883079,108.1410218
420248203,15.9842526,108.1388124
420248204,15.9839301,108.138643
420248205,15.9830969,108.1384607
420248206,15.9803833,108.1388473
420248208,16.0680257,108.1520331
420248209,16.0696226,108.1513554
420248210,16.0616475,108.1607006
420248212,15.9769357,108.1394462
420248213,15.9793416,108.1390496
420248214,16.0668681,108.1529486
420248215,16.0591105,108.1645319
420248216,16.0587749,108.1650607
420248217,16.056288,108.1695524
420248218,16.0598992,108.1633158
420248222,16.066496,108.1534257
420248223,16.0565058,108.1706935
420248226,16.056728,108.171174
420248231,16.001853,108.1466531
420248233,16.0003655,108.1454093
420248234,16.0018121,108.1467743
420248236,16.0013657,108.1461451
420248258,16.0863969,108.1579727
420248260,16.0789354,108.1712486
420248261,16.0779172,108.1734964
420248271,16.0745467,108.1493236
420248272,16.0771632,108.148306
420248282,16.1058089,108.1325032
420248290,16.0978568,108.1431471
420248293,16.1080425,108.1342041
420248298,16.0496756,108.2221765
420248306,16.0604435,108.2170159
420248308,16.0496771,108.2224853
420248310,16.0495936,108.2225598
420248311,16.0492489,108.222428
420248312,16.0492719,108.2224738
420248313,16.049231,108.222327
420248322,16.0606629,108.223827
420248323,16.0495173,108.2220776
420248330,16.066124,108.202062
420248349,16.0664337,108.2068999
420248351,16.0484574,108.2130851
420248362,16.0718162,108.2242481
420248376,16.0727635,108.190872
420248378,16.0724142,108.1946967
420248380,16.0742533,108.1831338
420248382,16.0766537,108.1764136
420248383,16.0725885,108.192231
420248384,16.0755287,108.1793159
420248385,16.0744104,108.1824707
420248398,16.0734039,108.2237718
420248430,16.0724838,108.1969562
420248432,16.0739446,108.2028667
420248433,16.0727319,108.1988438
420248434,16.0725367,108.1975072
420248435,16.0254089,108.1909224
420248442,16.0243805,108.1914261
420248448,16.0211926,108.1936714
420248456,16.0194915,108.1938221
420248461,15.9982696,108.1912763
420248463,15.9943638,108.1923653
420248466,16.0031248,108.1903222
420248468,16.0004136,108.190718
420248485,16.0547006,108.2120177
420248486,16.0558422,108.2126952
420248503,16.0142345,108.2055884
420248509,16.0037834,108.1905632
420248511,16.010244,108.1929527
420248519,16.0522491,108.2055055
420248523,16.0588976,108.2095326
420248527,16.0562615,108.2187276
420248538,16.0710765,108.2012019
420248543,16.0662722,108.2019269
420248545,16.0740312,108.2085734
420248564,16.05404,108.2190154
420248565,16.0547964,108.218911
420248569,16.053745,108.2190345
420248571,16.0525986,108.209006
420248577,16.0709564,108.2094252
420248578,16.0678195,108.2249275
420248580,16.0680049,108.2238427
420248581,16.0681759,108.2226853
420248585,16.0516521,108.2180199
420248588,16.0682456,108.2203052
420248590,16.0749505,108.2206305
420248593,16.0679325,108.1827181
420248596,16.0756468,108.2242765
420248597,16.0744106,108.2180247
420248610,16.0621934,108.2176668
420248612,16.0626944,108.2159202
420248635,16.0637491,108.2241203
420248639,16.0506483,108.2088498
420248640,16.0642126,108.218639
420248644,16.0640875,108.2206625
420248648,16.0701817,108.2250954
420248652,16.0703693,108.2228564
420248685,16.0715681,108.1858271
420248686,16.0713375,108.1856745
420248701,16.0718194,108.1861731
420248703,16.0717858,108.1860431
420248705,16.0703628,108.1850962
420248711,16.0686959,108.183456
420248714,16.0713596,108.1882278
420248720,16.0675439,108.1821647
420248739,16.0647207,108.208016
420248741,16.0654111,108.2078886
420248762,16.061823,108.2091237
420248763,16.0597313,108.2094218
420248766,16.0712198,108.1916226
420248767,16.0649061,108.2235053
420248771,16.065202,108.220731
420248773,16.0652649,108.22004
420248778,16.0662271,108.2224959
420248781,16.0597462,108.2193464
420248782,16.0581105,108.2190428
420248785,16.056659,108.2187829
420248786,16.06162,108.2196692
420248788,16.0641572,108.2199086
420248791,16.0629783,108.2197887
420248793,16.0507619,108.2181335
420248797,16.0694724,108.2054
420248803,16.069772,108.2056553
420248805,16.0687103,108.2049077
420248807,16.0688114,108.2049121
420248810,16.0705102,108.2071415
420248812,16.0703952,108.2066376
420248813,16.0702237,108.2061805
420248815,16.0726356,108.2202313
420248816,16.072376,108.21842
420248831,16.06533,108.2194632
420248835,16.0672346,108.2140622
420248838,16.0611336,108.2172895
420248841,16.0631176,108.2179618
420248842,16.0676015,108.2158467
420248843,16.064851,108.2165056
420248844,16.0629949,108.2167663
420248846,16.0624083,108.21687
420248849,16.0662207,108.2200801
420248855,16.0659938,108.2200814
420248862,16.0574573,108.2098826
420248863,16.0705735,108.2205082
420248873,16.0650293,108.2223715
420248874,16.0639276,108.2222463
420248876,16.0715903,108.2227065
420248882,16.0607285,108.1769032
420248883,16.0604523,108.2229776
420248886,16.0597071,108.2220918
420248889,16.0590007,108.2212969
420248890,16.0592449,108.2215291
420248892,16.0497034,108.2222248
420248909,16.0592367,108.2232977
420248911,16.0597253,108.2236075
420248914,16.0583778,108.2227867
420248918,16.0735051,108.2089356
420248933,16.0660687,108.2143414
420248958,16.0568867,108.2202869
420248960,16.0558639,108.2201885
420248961,16.0582718,108.2209407
420248962,16.0575599,108.220569
420248970,16.0686157,108.224976
420248971,16.0683406,108.2192017
420248973,16.043861,108.2044277
420248975,16.0686197,108.2203423
420248982,16.0413986,108.2041245
420248983,16.0615542,108.1792384
420248985,16.0442042,108.2033488
420248986,16.03436,108.1879178
420248990,16.0457227,108.2100352
420248996,16.0561403,108.2171655
420248999,16.0525098,108.217712
420249004,16.0510679,108.2160708
420249005,16.0665413,108.2102926
420249012,16.0498347,108.2146623
420249020,16.0785311,108.2193966
420249022,16.077236,108.2195851
420249023,16.0747855,108.2199381
420249030,16.063829,108.2234071
420249033,16.0598717,108.2111398
420249038,16.0703939,108.2240502
420249042,16.0702593,108.224054
420249053,16.0489477,108.2183144
420249054,16.0486853,108.2163294
420249057,16.0490701,108.2193473
420249058,16.0686002,108.2227472
420249060,16.0686129,108.223924
420249061,16.0330184,108.1975294
420249063,16.04047,108.20557
420249066,16.0362136,108.2045456
420249073,16.038411,108.2051695
420249078,16.0544622,108.2118688
420249080,16.0524421,108.2104718
420249081,16.0591525,108.2112331
420249087,16.0452411,108.2055532
420249113,16.0338423,108.1971946
